_id,team_played,innings_type,innings_Played,total_runs,total_fours,total_sixes,highest_runs,fiftys,hundreds,zeros,total_balls,outs,not_outs,total_strike_rate,average,player_name,player_full_name
Glenn Maxwell,"Sawai Mansingh Stadium, Jaipur",1st_innings,1,54,5,3,54,1,0,0,33,1,0,163.63636363636365,54.0,GJ Maxwell,Glenn Maxwell
Glenn Maxwell,"Sawai Mansingh Stadium, Jaipur",2nd_innings,1,17,2,1,17,0,0,0,12,1,0,141.66666666666669,17.0,GJ Maxwell,Glenn Maxwell
Glenn Maxwell,Sharjah Cricket Stadium,1st_innings,5,191,11,14,95,2,0,0,112,4,1,170.53571428571428,47.75,GJ Maxwell,Glenn Maxwell
Glenn Maxwell,Sharjah Cricket Stadium,2nd_innings,1,89,8,6,89,1,0,0,45,1,0,197.77777777777777,89.0,GJ Maxwell,Glenn Maxwell
Glenn Maxwell,"Sheikh Zayed Stadium, Abu Dhabi",2nd_innings,4,156,20,4,95,1,0,0,91,3,1,171.42857142857142,52.0,GJ Maxwell,Glenn Maxwell
Glenn Maxwell,"Sheikh Zayed Stadium, Abu Dhabi",1st_innings,3,31,3,0,15,0,0,0,35,2,1,88.57142857142857,15.5,GJ Maxwell,Glenn Maxwell
Glenn Maxwell,"Wankhede Stadium, Mumbai",1st_innings,8,290,27,19,68,2,0,0,166,8,0,174.6987951807229,36.25,GJ Maxwell,Glenn Maxwell
Glenn Maxwell,"Wankhede Stadium, Mumbai",2nd_innings,3,75,9,3,40,0,0,0,39,2,1,192.30769230769232,37.5,GJ Maxwell,Glenn Maxwell
Shoaib Malik,"Arun Jaitley Stadium, Delhi",1st_innings,3,9,1,0,6,0,0,0,8,2,1,112.5,4.5,Shoaib Malik,Shoaib Malik
Shoaib Malik,"Dr DY Patil Sports Academy, Mumbai",2nd_innings,1,24,1,0,24,0,0,0,22,1,0,109.09090909090908,24.0,Shoaib Malik,Shoaib Malik
Shoaib Malik,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1st_innings,1,19,3,0,19,0,0,0,17,1,0,111.76470588235294,19.0,Shoaib Malik,Shoaib Malik
Tabraiz Shamsi,"Sheikh Zayed Stadium, Abu Dhabi",2nd_innings,1,2,0,0,2,0,0,0,4,0,1,50.0,2.0,T Shamsi,Tabraiz Shamsi
Saurabh Tiwary,"Arun Jaitley Stadium, Delhi",2nd_innings,3,44,3,2,21,0,0,0,42,2,1,104.76190476190477,22.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Arun Jaitley Stadium, Delhi",1st_innings,1,61,4,3,61,1,0,0,37,1,0,164.86486486486487,61.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Brabourne Stadium, Mumbai",2nd_innings,4,91,5,5,31,0,0,0,64,3,1,142.1875,30.333333333333332,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Brabourne Stadium, Mumbai",1st_innings,4,160,9,7,53,1,0,0,117,4,0,136.75213675213675,40.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Dr DY Patil Sports Academy, Mumbai",1st_innings,3,65,5,4,52,1,0,0,44,2,1,147.72727272727272,32.5,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Dr DY Patil Sports Academy, Mumbai",2nd_innings,1,0,0,0,0,0,0,0,2,1,0,0.0,0.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Dr Y S Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2nd_innings,2,26,2,1,17,0,0,0,25,2,0,104.0,13.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,Dubai International Cricket Stadium,2nd_innings,1,50,5,0,50,1,0,0,40,0,1,125.0,50.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Eden Gardens, Kolkata",1st_innings,3,111,14,1,52,1,0,0,92,3,0,120.65217391304348,37.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Eden Gardens, Kolkata",2nd_innings,2,43,4,2,24,0,0,0,37,1,1,116.21621621621621,43.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2nd_innings,1,6,1,0,6,0,0,0,11,1,0,54.54545454545454,6.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"JSCA International Stadium Complex, Ranchi",1st_innings,1,1,0,0,1,0,0,0,3,1,0,33.33333333333333,1.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Kingsmead, Durban",2nd_innings,1,6,0,0,6,0,0,0,4,0,1,150.0,6.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"M Chinnaswamy Stadium, Bengaluru",1st_innings,9,133,16,4,52,1,0,0,97,6,3,137.11340206185568,22.166666666666668,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"M Chinnaswamy Stadium, Bengaluru",2nd_innings,6,110,5,4,36,0,0,0,118,3,3,93.22033898305084,36.666666666666664,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"MA Chidambaram Stadium, Chepauk, Chennai",1st_innings,2,16,1,0,8,0,0,0,18,1,1,88.88888888888889,16.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"MA Chidambaram Stadium, Chepauk, Chennai",2nd_innings,3,70,2,3,42,0,0,0,65,2,1,107.6923076923077,35.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Maharashtra Cricket Association Stadium, Pune",1st_innings,4,146,9,5,57,2,0,0,122,3,1,119.67213114754098,48.666666666666664,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Nehru Stadium, Kochi",2nd_innings,1,26,2,0,26,0,0,0,24,1,0,108.33333333333333,26.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2nd_innings,2,21,2,1,17,0,0,0,17,2,0,123.52941176470588,10.5,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1st_innings,1,4,0,0,4,0,0,0,5,1,0,80.0,4.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2nd_innings,3,37,1,1,30,0,0,0,37,2,1,100.0,18.5,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Sawai Mansingh Stadium, Jaipur",1st_innings,2,23,3,0,15,0,0,0,17,1,1,135.29411764705884,23.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Shaheed Veer Narayan Singh International Stadium, Raipur",2nd_innings,1,26,2,1,26,0,0,0,25,0,1,104.0,26.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,Sharjah Cricket Stadium,1st_innings,2,16,1,0,15,0,0,0,21,2,0,76.19047619047619,8.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Sheikh Zayed Stadium, Abu Dhabi",2nd_innings,2,50,3,2,45,0,0,0,45,2,0,111.11111111111111,25.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Sheikh Zayed Stadium, Abu Dhabi",1st_innings,4,102,9,3,42,0,0,0,71,3,1,143.66197183098592,34.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"St George's Park, Port Elizabeth",1st_innings,1,4,0,0,4,0,0,0,3,0,1,133.33333333333331,4.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"SuperSport Park, Centurion",2nd_innings,1,3,0,0,3,0,0,0,5,1,0,60.0,3.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Wankhede Stadium, Mumbai",1st_innings,2,22,3,0,13,0,0,0,17,0,2,129.41176470588235,22.0,SS Tiwary,Saurabh Tiwary
Saurabh Tiwary,"Wankhede Stadium, Mumbai",2nd_innings,1,21,0,1,21,0,0,0,19,1,0,110.5263157894737,21.0,SS Tiwary,Saurabh Tiwary
Akash Deep,"Dr DY Patil Sports Academy, Navi Mumbai",2nd_innings,1,0,0,0,0,0,0,0,2,1,0,0.0,0.0,Akash Deep,Akash Deep
Akash Deep,"Eden Gardens, Kolkata",2nd_innings,1,17,2,1,17,0,0,0,8,1,0,212.5,17.0,Akash Deep,Akash Deep
Jerome Taylor,"Dr DY Patil Sports Academy, Mumbai",1st_innings,1,1,0,0,1,0,0,0,2,0,1,50.0,1.0,JE Taylor,Jerome Taylor
Jerome Taylor,"MA Chidambaram Stadium, Chepauk, Chennai",2nd_innings,1,2,0,0,2,0,0,0,1,1,0,200.0,2.0,JE Taylor,Jerome Taylor
Riley Meredith,"Dr DY Patil Sports Academy, Navi Mumbai",2nd_innings,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,RP Meredith,Riley Meredith
Riley Meredith,"Narendra Modi Stadium, Motera, Ahmedabad",2nd_innings,1,0,0,0,0,0,0,0,2,0,1,0.0,0.0,RP Meredith,Riley Meredith
Riley Meredith,"Wankhede Stadium, Mumbai",1st_innings,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,RP Meredith,Riley Meredith
Tom Curran,Dubai International Cricket Stadium,1st_innings,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,TK Curran,Tom Curran
Tom Curran,Dubai International Cricket Stadium,2nd_innings,1,54,2,3,54,1,0,0,36,0,1,150.0,54.0,TK Curran,Tom Curran
Tom Curran,"Eden Gardens, Kolkata",1st_innings,2,3,0,0,2,0,0,0,6,2,0,50.0,1.5,TK Curran,Tom Curran
Tom Curran,"Eden Gardens, Kolkata",2nd_innings,1,18,3,0,18,0,0,0,17,1,0,105.88235294117648,18.0,TK Curran,Tom Curran
Tom Curran,"MA Chidambaram Stadium, Chepauk, Chennai",1st_innings,1,2,0,0,2,0,0,0,5,0,1,40.0,2.0,TK Curran,Tom Curran
Tom Curran,Sharjah Cricket Stadium,1st_innings,1,10,1,0,10,0,0,0,9,0,1,111.11111111111111,10.0,TK Curran,Tom Curran
Tom Curran,Sharjah Cricket Stadium,2nd_innings,1,4,1,0,4,0,0,0,1,0,1,400.0,4.0,TK Curran,Tom Curran
Tom Curran,"Sheikh Zayed Stadium, Abu Dhabi",2nd_innings,1,15,1,0,15,0,0,0,16,1,0,93.75,15.0,TK Curran,Tom Curran
Tom Curran,"Wankhede Stadium, Mumbai",1st_innings,1,21,2,0,21,0,0,0,16,1,0,131.25,21.0,TK Curran,Tom Curran
Alex Carey,Dubai International Cricket Stadium,1st_innings,1,14,0,1,14,0,0,0,13,1,0,107.6923076923077,14.0,AT Carey,Alex Carey
Alex Carey,Sharjah Cricket Stadium,2nd_innings,1,4,0,0,4,0,0,0,7,1,0,57.14285714285714,4.0,AT Carey,Alex Carey
Alex Carey,"Sheikh Zayed Stadium, Abu Dhabi",1st_innings,1,14,0,0,14,0,0,0,9,0,1,155.55555555555557,14.0,AT Carey,Alex Carey
Udit Birla,"Maharashtra Cricket Association Stadium, Pune",2nd_innings,1,7,1,0,7,0,0,0,14,1,0,50.0,7.0,UA Birla,Udit Birla
Aiden Blizzard,"Arun Jaitley Stadium, Delhi",2nd_innings,1,0,0,0,0,0,0,0,3,1,0,0.0,0.0,AC Blizzard,Aiden Blizzard
Aiden Blizzard,"Dr DY Patil Sports Academy, Mumbai",1st_innings,1,6,1,0,6,0,0,0,6,1,0,100.0,6.0,AC Blizzard,Aiden Blizzard
Aiden Blizzard,"MA Chidambaram Stadium, Chepauk, Chennai",2nd_innings,1,10,2,0,10,0,0,0,11,1,0,90.9090909090909,10.0,AC Blizzard,Aiden Blizzard
Aiden Blizzard,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2nd_innings,1,15,3,0,15,0,0,0,10,1,0,150.0,15.0,AC Blizzard,Aiden Blizzard
Aiden Blizzard,"Wankhede Stadium, Mumbai",1st_innings,1,37,8,0,37,0,0,0,23,1,0,160.8695652173913,37.0,AC Blizzard,Aiden Blizzard
Aiden Blizzard,"Wankhede Stadium, Mumbai",2nd_innings,2,52,7,2,51,1,0,0,37,2,0,140.54054054054055,26.0,AC Blizzard,Aiden Blizzard
Chetanya Nanda,"Kingsmead, Durban",2nd_innings,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,C Nanda,Chetanya Nanda
Manish Pandey,"Arun Jaitley Stadium, Delhi",1st_innings,2,87,10,1,61,1,0,0,64,2,0,135.9375,43.5,MK Pandey,Manish Pandey
Manish Pandey,"Arun Jaitley Stadium, Delhi",2nd_innings,9,191,13,6,69,1,0,0,156,7,2,122.43589743589745,27.285714285714285,MK Pandey,Manish Pandey
Manish Pandey,"Barabati Stadium, Cuttack",2nd_innings,3,50,3,0,36,0,0,0,57,2,1,87.71929824561403,25.0,MK Pandey,Manish Pandey
Manish Pandey,"Barsapara Cricket Stadium, Guwahati",2nd_innings,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,MK Pandey,Manish Pandey
Manish Pandey,"Brabourne Stadium, Mumbai",2nd_innings,3,66,6,2,40,0,0,0,54,3,0,122.22222222222223,22.0,MK Pandey,Manish Pandey
Manish Pandey,"Brabourne Stadium, Mumbai",1st_innings,1,38,6,0,38,0,0,0,29,1,0,131.0344827586207,38.0,MK Pandey,Manish Pandey
Manish Pandey,"Dr DY Patil Sports Academy, Mumbai",1st_innings,3,49,7,1,23,0,0,0,45,3,0,108.88888888888889,16.333333333333332,MK Pandey,Manish Pandey
Manish Pandey,"Dr DY Patil Sports Academy, Mumbai",2nd_innings,2,64,4,3,59,1,0,0,56,2,0,114.28571428571428,32.0,MK Pandey,Manish Pandey
Manish Pandey,"Dr DY Patil Sports Academy, Navi Mumbai",1st_innings,1,11,1,1,11,0,0,0,10,1,0,110.00000000000001,11.0,MK Pandey,Manish Pandey
Manish Pandey,"Dr DY Patil Sports Academy, Navi Mumbai",2nd_innings,1,6,1,0,6,0,0,0,8,1,0,75.0,6.0,MK Pandey,Manish Pandey
Manish Pandey,"Dr Y S Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1st_innings,1,30,3,0,30,0,0,0,36,1,0,83.33333333333334,30.0,MK Pandey,Manish Pandey
Manish Pandey,"Dr Y S Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2nd_innings,1,33,3,1,33,0,0,0,24,0,1,137.5,33.0,MK Pandey,Manish Pandey
Manish Pandey,Dubai International Cricket Stadium,1st_innings,6,193,17,4,54,1,0,0,156,5,1,123.71794871794873,38.6,MK Pandey,Manish Pandey
Manish Pandey,Dubai International Cricket Stadium,2nd_innings,4,136,8,9,83,1,0,0,112,3,1,121.42857142857142,45.333333333333336,MK Pandey,Manish Pandey
Manish Pandey,"Eden Gardens, Kolkata",1st_innings,15,392,33,14,52,2,0,0,304,14,1,128.94736842105263,28.0,MK Pandey,Manish Pandey
Manish Pandey,"Eden Gardens, Kolkata",2nd_innings,13,199,17,4,40,0,0,0,188,9,4,105.85106382978724,22.11111111111111,MK Pandey,Manish Pandey
Manish Pandey,"Green Park, Kanpur",1st_innings,1,1,0,0,1,0,0,0,3,1,0,33.33333333333333,1.0,MK Pandey,Manish Pandey
Manish Pandey,"JSCA International Stadium Complex, Ranchi",2nd_innings,1,1,0,0,1,0,0,0,2,1,0,50.0,1.0,MK Pandey,Manish Pandey
Manish Pandey,"JSCA International Stadium Complex, Ranchi",1st_innings,1,66,8,1,66,1,0,0,47,1,0,140.4255319148936,66.0,MK Pandey,Manish Pandey
Manish Pandey,"Kingsmead, Durban",2nd_innings,1,2,0,0,2,0,0,0,2,0,1,100.0,2.0,MK Pandey,Manish Pandey
Manish Pandey,"M Chinnaswamy Stadium, Bengaluru",2nd_innings,10,372,36,14,94,3,0,0,267,7,3,139.32584269662922,53.142857142857146,MK Pandey,Manish Pandey
Manish Pandey,"M Chinnaswamy Stadium, Bengaluru",1st_innings,3,30,3,0,20,0,0,0,46,3,0,65.21739130434783,10.0,MK Pandey,Manish Pandey
Manish Pandey,"MA Chidambaram Stadium, Chepauk, Chennai",2nd_innings,7,168,9,8,61,1,0,0,154,6,1,109.09090909090908,28.0,MK Pandey,Manish Pandey
Manish Pandey,"MA Chidambaram Stadium, Chepauk, Chennai",1st_innings,3,97,9,3,83,1,0,0,64,2,1,151.5625,48.5,MK Pandey,Manish Pandey
Manish Pandey,"Maharashtra Cricket Association Stadium, Pune",1st_innings,6,136,9,6,80,1,0,0,113,4,2,120.35398230088497,34.0,MK Pandey,Manish Pandey
Manish Pandey,"Maharashtra Cricket Association Stadium, Pune",2nd_innings,5,40,5,1,21,0,0,0,34,3,2,117.64705882352942,13.333333333333334,MK Pandey,Manish Pandey
Manish Pandey,"Narendra Modi Stadium, Motera, Ahmedabad",1st_innings,1,1,0,0,1,0,0,0,4,1,0,25.0,1.0,MK Pandey,Manish Pandey
Manish Pandey,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1st_innings,2,19,2,0,19,0,0,0,18,2,0,105.55555555555556,9.5,MK Pandey,Manish Pandey
Manish Pandey,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2nd_innings,5,144,11,1,57,1,0,0,131,4,1,109.92366412213741,36.0,MK Pandey,Manish Pandey
Manish Pandey,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1st_innings,5,154,10,3,54,1,0,0,132,5,0,116.66666666666667,30.8,MK Pandey,Manish Pandey
Manish Pandey,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2nd_innings,10,198,15,3,49,0,0,0,195,9,1,101.53846153846153,22.0,MK Pandey,Manish Pandey
Manish Pandey,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2nd_innings,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,MK Pandey,Manish Pandey
Manish Pandey,"Sawai Mansingh Stadium, Jaipur",1st_innings,4,110,14,0,61,1,0,0,88,4,0,125.0,27.5,MK Pandey,Manish Pandey
Manish Pandey,"Sawai Mansingh Stadium, Jaipur",2nd_innings,1,14,3,0,14,0,0,0,13,1,0,107.6923076923077,14.0,MK Pandey,Manish Pandey
Manish Pandey,Sharjah Cricket Stadium,2nd_innings,3,69,8,2,30,0,0,0,61,3,0,113.11475409836065,23.0,MK Pandey,Manish Pandey
Manish Pandey,Sharjah Cricket Stadium,1st_innings,1,5,1,0,5,0,0,0,3,1,0,166.66666666666669,5.0,MK Pandey,Manish Pandey
Manish Pandey,"Sheikh Zayed Stadium, Abu Dhabi",2nd_innings,6,147,15,4,69,1,0,0,104,5,1,141.34615384615387,29.4,MK Pandey,Manish Pandey
Manish Pandey,"Sheikh Zayed Stadium, Abu Dhabi",1st_innings,3,118,9,4,64,2,0,0,96,3,0,122.91666666666667,39.333333333333336,MK Pandey,Manish Pandey
Manish Pandey,"SuperSport Park, Centurion",1st_innings,1,114,10,4,114,0,1,0,73,0,1,156.16438356164383,114.0,MK Pandey,Manish Pandey
Manish Pandey,"The Wanderers Stadium, Johannesburg",2nd_innings,2,52,7,0,48,0,0,0,43,2,0,120.93023255813952,26.0,MK Pandey,Manish Pandey
Manish Pandey,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2nd_innings,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,MK Pandey,Manish Pandey
Manish Pandey,"Wankhede Stadium, Mumbai",1st_innings,6,133,9,6,81,1,0,0,106,5,1,125.47169811320755,26.6,MK Pandey,Manish Pandey
Manish Pandey,"Wankhede Stadium, Mumbai",2nd_innings,2,72,8,2,71,1,0,0,48,1,1,150.0,72.0,MK Pandey,Manish Pandey
Varun Aaron,"Arun Jaitley Stadium, Delhi",1st_innings,2,4,0,0,3,0,0,0,8,1,1,50.0,4.0,VR Aaron,Varun Aaron
Varun Aaron,Dubai International Cricket Stadium,2nd_innings,1,0,0,0,0,0,0,0,8,0,1,0.0,0.0,VR Aaron,Varun Aaron
Varun Aaron,Dubai International Cricket Stadium,1st_innings,1,11,0,0,11,0,0,0,15,0,1,73.33333333333333,11.0,VR Aaron,Varun Aaron
Varun Aaron,"Eden Gardens, Kolkata",1st_innings,1,4,0,0,4,0,0,0,5,1,0,80.0,4.0,VR Aaron,Varun Aaron
Varun Aaron,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2nd_innings,1,0,0,0,0,0,0,0,5,0,1,0.0,0.0,VR Aaron,Varun Aaron
Varun Aaron,"M Chinnaswamy Stadium, Bengaluru",1st_innings,3,6,0,1,6,0,0,0,8,1,2,75.0,6.0,VR Aaron,Varun Aaron
Varun Aaron,"M Chinnaswamy Stadium, Bengaluru",2nd_innings,1,17,1,1,17,0,0,0,11,0,1,154.54545454545453,17.0,VR Aaron,Varun Aaron
Varun Aaron,"MA Chidambaram Stadium, Chepauk, Chennai",2nd_innings,1,0,0,0,0,0,0,0,2,1,0,0.0,0.0,VR Aaron,Varun Aaron
Varun Aaron,Sharjah Cricket Stadium,2nd_innings,1,1,0,0,1,0,0,0,2,1,0,50.0,1.0,VR Aaron,Varun Aaron
Varun Aaron,"Wankhede Stadium, Mumbai",2nd_innings,1,7,1,0,7,0,0,0,8,0,1,87.5,7.0,VR Aaron,Varun Aaron
Mitchell Marsh,"Arun Jaitley Stadium, Delhi",1st_innings,2,17,1,0,13,0,0,0,23,2,0,73.91304347826086,8.5,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Arun Jaitley Stadium, Delhi",2nd_innings,4,94,4,7,63,1,0,0,69,4,0,136.23188405797103,23.5,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2nd_innings,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Brabourne Stadium, Mumbai",1st_innings,1,10,2,0,10,0,0,0,7,1,0,142.85714285714286,10.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Dr DY Patil Sports Academy, Mumbai",1st_innings,2,48,2,3,37,0,0,0,43,2,0,111.62790697674419,24.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Dr DY Patil Sports Academy, Navi Mumbai",2nd_innings,2,114,8,8,89,1,0,0,82,2,0,139.02439024390242,57.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Dr DY Patil Sports Academy, Navi Mumbai",1st_innings,1,63,4,3,63,1,0,0,48,1,0,131.25,63.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,Dubai International Cricket Stadium,2nd_innings,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2nd_innings,1,15,1,1,15,0,0,0,11,1,0,136.36363636363635,15.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"M Chinnaswamy Stadium, Bengaluru",2nd_innings,2,24,0,2,24,0,0,0,27,2,0,88.88888888888889,12.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"MA Chidambaram Stadium, Chepauk, Chennai",2nd_innings,1,5,1,0,5,0,0,0,4,1,0,125.0,5.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"MA Chidambaram Stadium, Chepauk, Chennai",1st_innings,1,2,0,0,2,0,0,0,4,1,0,50.0,2.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Maharashtra Cricket Association Stadium, Pune",1st_innings,1,15,1,1,15,0,0,0,8,1,0,187.5,15.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Maharashtra Cricket Association Stadium, Pune",2nd_innings,2,19,1,1,14,0,0,0,21,2,0,90.47619047619048,9.5,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2nd_innings,1,2,0,0,2,0,0,0,6,0,1,33.33333333333333,2.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1st_innings,1,25,5,0,25,0,0,0,15,1,0,166.66666666666669,25.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2nd_innings,1,7,0,1,7,0,0,0,3,1,0,233.33333333333334,7.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Saurashtra Cricket Association Stadium, Rajkot",1st_innings,1,7,0,0,7,0,0,0,11,1,0,63.63636363636363,7.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Sawai Mansingh Stadium, Jaipur",1st_innings,1,35,2,3,35,0,0,0,21,0,1,166.66666666666669,35.0,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Wankhede Stadium, Mumbai",2nd_innings,4,102,7,5,38,0,0,0,77,4,0,132.46753246753246,25.5,MR Marsh,Mitchell Marsh
Mitchell Marsh,"Wankhede Stadium, Mumbai",1st_innings,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,MR Marsh,Mitchell Marsh
Manvinder  Bisla,"Barabati Stadium, Cuttack",2nd_innings,2,10,2,0,10,0,0,0,20,2,0,50.0,5.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Brabourne Stadium, Mumbai",1st_innings,1,11,1,0,11,0,0,0,10,1,0,110.00000000000001,11.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Eden Gardens, Kolkata",2nd_innings,9,184,17,5,51,1,0,0,183,8,1,100.5464480874317,23.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Eden Gardens, Kolkata",1st_innings,2,47,8,0,28,0,0,0,45,2,0,104.44444444444446,23.5,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"JSCA International Stadium Complex, Ranchi",2nd_innings,2,1,0,0,1,0,0,0,6,2,0,16.666666666666664,0.5,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"M Chinnaswamy Stadium, Bengaluru",2nd_innings,2,37,6,1,20,0,0,0,30,2,0,123.33333333333334,18.5,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"M Chinnaswamy Stadium, Bengaluru",1st_innings,3,122,9,7,75,1,0,0,85,3,0,143.52941176470588,40.666666666666664,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"MA Chidambaram Stadium, Chepauk, Chennai",2nd_innings,3,208,25,7,92,2,0,0,138,3,0,150.72463768115944,69.33333333333333,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"MA Chidambaram Stadium, Chepauk, Chennai",1st_innings,1,7,1,0,7,0,0,0,9,1,0,77.77777777777779,7.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Maharashtra Cricket Association Stadium, Pune",1st_innings,1,12,2,0,12,0,0,0,13,1,0,92.3076923076923,12.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2nd_innings,4,68,7,3,35,0,0,0,57,4,0,119.29824561403508,17.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1st_innings,2,30,4,0,28,0,0,0,32,2,0,93.75,15.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1st_innings,1,15,3,0,15,0,0,0,18,1,0,83.33333333333334,15.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Sawai Mansingh Stadium, Jaipur",2nd_innings,2,2,0,0,1,0,0,0,7,2,0,28.57142857142857,1.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Sawai Mansingh Stadium, Jaipur",1st_innings,1,20,4,0,20,0,0,0,14,1,0,142.85714285714286,20.0,MS Bisla,Manvinder  Bisla
Manvinder  Bisla,"Shaheed Veer Narayan Singh International Stadium, Raipur",1st_innings,1,4,1,0,4,0,0,0,7,1,0,57.14285714285714,4.0,MS Bisla,Manvinder  Bisla
