_id,team_played,innings_Played,total_runs,total_fours,total_sixes,highest_runs,fiftys,hundreds,zeros,total_balls,outs,not_outs,total_strike_rate,average,player_name,player_full_name
Shreyas Iyer,Chennai Super Kings,12,256,23,4,70,1,0,0,240,10,2,106.66666666666667,25.6,SS Iyer,Shreyas Iyer
Shreyas Iyer,Delhi Capitals,2,96,9,2,54,1,0,0,70,2,0,137.14285714285714,48.0,SS Iyer,Shreyas Iyer
Shreyas Iyer,Gujarat Lions,2,110,15,4,96,1,0,0,65,1,1,169.23076923076923,110.0,SS Iyer,Shreyas Iyer
Shreyas Iyer,Gujarat Titans,1,12,1,1,12,0,0,0,15,1,0,80.0,12.0,SS Iyer,Shreyas Iyer
Shreyas Iyer,Kolkata Knight Riders,14,456,36,23,93,2,0,0,303,11,3,150.4950495049505,41.45454545454545,SS Iyer,Shreyas Iyer
Shreyas Iyer,Lucknow Super Giants,2,56,5,3,50,1,0,0,38,2,0,147.36842105263156,28.0,SS Iyer,Shreyas Iyer
Shreyas Iyer,Mumbai Indians,16,375,37,11,83,2,0,0,320,13,3,117.1875,28.846153846153847,SS Iyer,Shreyas Iyer
Shreyas Iyer,Punjab Kings,12,324,29,10,58,3,0,0,260,11,1,124.61538461538461,29.454545454545453,SS Iyer,Shreyas Iyer
Shreyas Iyer,Rajasthan Royals,11,355,26,17,85,3,0,0,267,10,1,132.95880149812734,35.5,SS Iyer,Shreyas Iyer
Shreyas Iyer,Rising Pune Supergiant,2,11,1,0,8,0,0,0,14,2,0,78.57142857142857,5.5,SS Iyer,Shreyas Iyer
Shreyas Iyer,Royal Challengers Bangalore,12,304,24,10,67,3,0,0,256,12,0,118.75,25.333333333333332,SS Iyer,Shreyas Iyer
Shreyas Iyer,Sunrisers Hyderabad,15,421,31,14,60,2,0,0,366,13,2,115.02732240437159,32.38461538461539,SS Iyer,Shreyas Iyer
Nitish Rana,Chennai Super Kings,11,284,33,8,87,2,0,0,227,9,2,125.1101321585903,31.555555555555557,N Rana,Nitish Rana
Nitish Rana,Delhi Capitals,13,381,31,21,81,4,0,0,265,12,1,143.77358490566036,31.75,N Rana,Nitish Rana
Nitish Rana,Gujarat Lions,3,142,12,7,70,2,0,0,88,3,0,161.36363636363635,47.333333333333336,N Rana,Nitish Rana
Nitish Rana,Gujarat Titans,3,51,5,3,45,0,0,0,39,3,0,130.76923076923077,17.0,N Rana,Nitish Rana
Nitish Rana,Kolkata Knight Riders,1,50,5,3,50,1,0,0,29,1,0,172.41379310344826,50.0,N Rana,Nitish Rana
Nitish Rana,Lucknow Super Giants,3,52,10,0,42,0,0,0,43,3,0,120.93023255813952,17.333333333333332,N Rana,Nitish Rana
Nitish Rana,Mumbai Indians,10,225,18,13,57,1,0,0,175,9,1,128.57142857142858,25.0,N Rana,Nitish Rana
Nitish Rana,Punjab Kings,13,284,16,22,63,3,0,0,198,12,1,143.43434343434342,23.666666666666668,N Rana,Nitish Rana
Nitish Rana,Rajasthan Royals,11,224,17,8,48,0,0,0,188,9,2,119.14893617021276,24.88888888888889,N Rana,Nitish Rana
Nitish Rana,Rising Pune Supergiant,2,37,1,2,34,0,0,0,37,2,0,100.0,18.5,N Rana,Nitish Rana
Nitish Rana,Royal Challengers Bangalore,14,327,27,17,85,1,0,0,241,13,1,135.68464730290458,25.153846153846153,N Rana,Nitish Rana
Nitish Rana,Sunrisers Hyderabad,15,537,54,27,80,4,0,0,388,15,0,138.4020618556701,35.8,N Rana,Nitish Rana
Simarjeet Singh,Mumbai Indians,1,2,0,0,2,0,0,0,3,1,0,66.66666666666666,2.0,Simarjeet Singh,Simarjeet Singh
Simarjeet Singh,Rajasthan Royals,1,3,0,0,3,0,0,0,3,0,1,100.0,3.0,Simarjeet Singh,Simarjeet Singh
Simarjeet Singh,Royal Challengers Bangalore,1,2,0,0,2,0,0,0,2,0,1,100.0,2.0,Simarjeet Singh,Simarjeet Singh
Tillakaratne Dilshan,Chennai Super Kings,5,79,8,3,50,1,0,0,67,5,0,117.91044776119404,15.8,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Delhi Capitals,2,10,2,0,10,0,0,0,8,2,0,125.0,5.0,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Kochi Tuskers Kerala,2,53,8,1,52,1,0,0,35,1,1,151.42857142857142,53.0,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Kolkata Knight Riders,5,107,16,1,42,0,0,0,89,4,1,120.2247191011236,26.75,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Mumbai Indians,9,196,20,5,59,1,0,0,199,8,1,98.49246231155779,24.5,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Pune Warriors India,4,105,13,1,53,1,0,0,107,4,0,98.13084112149532,26.25,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Punjab Kings,4,34,6,0,16,0,0,0,37,4,0,91.8918918918919,8.5,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Rajasthan Royals,8,230,31,3,76,1,0,0,193,6,2,119.17098445595855,38.333333333333336,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Royal Challengers Bangalore,2,71,5,2,67,1,0,0,57,1,1,124.56140350877195,71.0,TM Dilshan,Tillakaratne Dilshan
Tillakaratne Dilshan,Sunrisers Hyderabad,9,268,31,8,71,3,0,0,215,8,1,124.65116279069768,33.5,TM Dilshan,Tillakaratne Dilshan
Rob Quiney,Chennai Super Kings,1,28,4,0,28,0,0,0,31,1,0,90.32258064516128,28.0,RJ Quiney,Rob Quiney
Rob Quiney,Delhi Capitals,2,10,2,0,6,0,0,0,19,2,0,52.63157894736842,5.0,RJ Quiney,Rob Quiney
Rob Quiney,Kolkata Knight Riders,2,7,0,1,6,0,0,0,4,2,0,175.0,3.5,RJ Quiney,Rob Quiney
Rob Quiney,Mumbai Indians,1,51,5,2,51,1,0,0,40,1,0,127.49999999999999,51.0,RJ Quiney,Rob Quiney
Rob Quiney,Punjab Kings,1,7,1,0,7,0,0,0,8,1,0,87.5,7.0,RJ Quiney,Rob Quiney
Shreevats Goswami,Chennai Super Kings,3,27,3,0,12,0,0,0,33,3,0,81.81818181818183,9.0,SP Goswami,Shreevats Goswami
Shreevats Goswami,Delhi Capitals,4,92,12,1,52,1,0,0,84,3,1,109.52380952380953,30.666666666666668,SP Goswami,Shreevats Goswami
Shreevats Goswami,Kolkata Knight Riders,5,133,15,2,43,0,0,0,122,5,0,109.01639344262296,26.6,SP Goswami,Shreevats Goswami
Shreevats Goswami,Mumbai Indians,4,21,1,0,20,0,0,0,31,4,0,67.74193548387096,5.25,SP Goswami,Shreevats Goswami
Shreevats Goswami,Pune Warriors India,1,6,1,0,6,0,0,0,3,1,0,200.0,6.0,SP Goswami,Shreevats Goswami
Shreevats Goswami,Punjab Kings,1,10,0,0,10,0,0,0,14,1,0,71.42857142857143,10.0,SP Goswami,Shreevats Goswami
Shreevats Goswami,Royal Challengers Bangalore,2,1,0,0,1,0,0,0,5,2,0,20.0,0.5,SP Goswami,Shreevats Goswami
Shreevats Goswami,Sunrisers Hyderabad,1,3,0,0,3,0,0,0,3,1,0,100.0,3.0,SP Goswami,Shreevats Goswami
Ben Laughlin,Chennai Super Kings,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,B Laughlin,Ben Laughlin
Ben Laughlin,Mumbai Indians,2,4,0,0,4,0,0,0,9,1,1,44.44444444444444,4.0,B Laughlin,Ben Laughlin
Ben Laughlin,Sunrisers Hyderabad,1,1,0,0,1,0,0,0,3,0,1,33.33333333333333,1.0,B Laughlin,Ben Laughlin
Harshal Patel,Chennai Super Kings,7,41,1,4,36,0,0,0,33,6,1,124.24242424242425,6.833333333333333,HV Patel,Harshal Patel
Harshal Patel,Delhi Capitals,2,6,0,1,6,0,0,0,5,2,0,120.0,3.0,HV Patel,Harshal Patel
Harshal Patel,Kolkata Knight Riders,7,49,6,1,12,0,0,0,37,3,4,132.43243243243242,16.333333333333332,HV Patel,Harshal Patel
Harshal Patel,Lucknow Super Giants,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,HV Patel,Harshal Patel
Harshal Patel,Mumbai Indians,4,15,1,1,6,0,0,0,14,2,2,107.14285714285714,7.5,HV Patel,Harshal Patel
Harshal Patel,Punjab Kings,6,49,6,2,31,0,0,0,26,4,2,188.46153846153845,12.25,HV Patel,Harshal Patel
Harshal Patel,Rajasthan Royals,5,40,1,3,16,0,0,0,34,4,1,117.64705882352942,10.0,HV Patel,Harshal Patel
Harshal Patel,Sunrisers Hyderabad,6,36,0,2,24,0,0,0,34,3,3,105.88235294117648,12.0,HV Patel,Harshal Patel
Harpreet Brar,Delhi Capitals,5,27,3,1,20,0,0,0,22,3,2,122.72727272727273,9.0,Harpreet Brar,Harpreet Brar
Harpreet Brar,Gujarat Titans,1,8,0,1,8,0,0,0,5,0,1,160.0,8.0,Harpreet Brar,Harpreet Brar
Harpreet Brar,Kolkata Knight Riders,2,31,3,2,17,0,0,0,27,1,1,114.81481481481481,31.0,Harpreet Brar,Harpreet Brar
Harpreet Brar,Lucknow Super Giants,1,6,1,0,6,0,0,0,4,1,0,150.0,6.0,Harpreet Brar,Harpreet Brar
Harpreet Brar,Mumbai Indians,2,19,1,0,14,0,0,0,21,1,1,90.47619047619048,19.0,Harpreet Brar,Harpreet Brar
Harpreet Brar,Royal Challengers Bangalore,4,48,2,3,25,0,0,0,37,2,2,129.72972972972974,24.0,Harpreet Brar,Harpreet Brar
Harpreet Brar,Sunrisers Hyderabad,2,19,1,0,18,0,0,0,20,1,1,95.0,19.0,Harpreet Brar,Harpreet Brar
Joe Root,Royal Challengers Bangalore,1,10,1,0,10,0,0,0,15,1,0,66.66666666666666,10.0,JE Root,Joe Root
Praveen Kumar,Chennai Super Kings,7,49,2,2,21,0,0,0,38,5,2,128.94736842105263,9.8,P Kumar,Praveen Kumar
Praveen Kumar,Delhi Capitals,6,20,2,0,8,0,0,0,19,4,2,105.26315789473684,5.0,P Kumar,Praveen Kumar
Praveen Kumar,Kolkata Knight Riders,7,40,3,2,18,0,0,0,43,3,4,93.02325581395348,13.333333333333334,P Kumar,Praveen Kumar
Praveen Kumar,Mumbai Indians,9,41,2,2,24,0,0,0,44,8,1,93.18181818181817,5.125,P Kumar,Praveen Kumar
Praveen Kumar,Pune Warriors India,3,7,0,0,3,0,0,0,12,1,2,58.333333333333336,7.0,P Kumar,Praveen Kumar
Praveen Kumar,Punjab Kings,5,42,3,1,15,0,0,0,36,4,1,116.66666666666667,10.5,P Kumar,Praveen Kumar
Praveen Kumar,Rajasthan Royals,7,81,5,7,34,0,0,0,66,6,1,122.72727272727273,13.5,P Kumar,Praveen Kumar
Praveen Kumar,Rising Pune Supergiant,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,P Kumar,Praveen Kumar
Praveen Kumar,Royal Challengers Bangalore,3,17,2,1,15,0,0,0,13,2,1,130.76923076923077,8.5,P Kumar,Praveen Kumar
Praveen Kumar,Sunrisers Hyderabad,11,43,3,2,14,0,0,0,43,5,6,100.0,8.6,P Kumar,Praveen Kumar
David Willey,Kolkata Knight Riders,3,49,6,0,20,0,0,0,58,1,2,84.48275862068965,49.0,DJ Willey,David Willey
David Willey,Rajasthan Royals,2,4,1,0,4,0,0,0,4,1,1,100.0,4.0,DJ Willey,David Willey
Rilee Rossouw,Chennai Super Kings,4,50,3,2,35,0,0,0,51,4,0,98.0392156862745,12.5,RR Rossouw,Rilee Rossouw
Rilee Rossouw,Gujarat Titans,2,8,2,0,8,0,0,0,7,2,0,114.28571428571428,4.0,RR Rossouw,Rilee Rossouw
Rilee Rossouw,Lucknow Super Giants,1,30,3,1,30,0,0,0,20,1,0,150.0,30.0,RR Rossouw,Rilee Rossouw
Rilee Rossouw,Mumbai Indians,2,24,1,2,24,0,0,0,15,2,0,160.0,12.0,RR Rossouw,Rilee Rossouw
Rilee Rossouw,Punjab Kings,2,87,7,6,82,1,0,0,42,1,1,207.14285714285717,87.0,RR Rossouw,Rilee Rossouw
Rilee Rossouw,Rajasthan Royals,1,14,2,0,14,0,0,0,12,1,0,116.66666666666667,14.0,RR Rossouw,Rilee Rossouw
Rilee Rossouw,Royal Challengers Bangalore,1,35,1,3,35,0,0,0,22,0,1,159.0909090909091,35.0,RR Rossouw,Rilee Rossouw
Rilee Rossouw,Sunrisers Hyderabad,1,14,1,0,14,0,0,0,23,1,0,60.86956521739131,14.0,RR Rossouw,Rilee Rossouw
Cameron Green,Chennai Super Kings,2,18,2,0,12,0,0,0,15,2,0,120.0,9.0,C Green,Cameron Green
Cameron Green,Delhi Capitals,1,17,1,1,17,0,0,0,8,0,1,212.5,17.0,C Green,Cameron Green
Cameron Green,Gujarat Titans,3,66,2,5,33,0,0,0,49,2,1,134.6938775510204,33.0,C Green,Cameron Green
Cameron Green,Kolkata Knight Riders,1,1,0,0,1,0,0,0,1,0,1,100.0,1.0,C Green,Cameron Green
Cameron Green,Lucknow Super Giants,2,45,6,1,41,0,0,0,29,1,1,155.17241379310346,45.0,C Green,Cameron Green
Cameron Green,Punjab Kings,2,90,10,3,67,1,0,0,61,2,0,147.54098360655738,45.0,C Green,Cameron Green
Cameron Green,Rajasthan Royals,1,44,4,2,44,0,0,0,26,1,0,169.23076923076923,44.0,C Green,Cameron Green
Cameron Green,Royal Challengers Bangalore,2,7,1,0,5,0,0,0,6,1,1,116.66666666666667,7.0,C Green,Cameron Green
Cameron Green,Sunrisers Hyderabad,2,164,14,10,100,1,1,0,87,0,2,188.50574712643677,164.0,C Green,Cameron Green
Vijay Shankar,Chennai Super Kings,8,176,7,11,54,1,0,0,130,6,2,135.3846153846154,29.333333333333332,V Shankar,Vijay Shankar
Vijay Shankar,Delhi Capitals,7,98,8,2,29,0,0,0,93,7,0,105.3763440860215,14.0,V Shankar,Vijay Shankar
Vijay Shankar,Gujarat Lions,1,63,9,0,63,1,0,0,44,0,1,143.1818181818182,63.0,V Shankar,Vijay Shankar
Vijay Shankar,Kolkata Knight Riders,8,196,10,14,63,2,0,0,110,4,4,178.1818181818182,49.0,V Shankar,Vijay Shankar
Vijay Shankar,Lucknow Super Giants,2,14,1,0,10,0,0,0,18,2,0,77.77777777777779,7.0,V Shankar,Vijay Shankar
Vijay Shankar,Mumbai Indians,8,152,12,5,43,0,0,0,126,6,2,120.63492063492063,25.333333333333332,V Shankar,Vijay Shankar
Vijay Shankar,Punjab Kings,4,72,6,0,26,0,0,0,71,3,1,101.40845070422534,24.0,V Shankar,Vijay Shankar
Vijay Shankar,Rajasthan Royals,7,125,10,4,52,1,0,0,100,6,1,125.0,20.833333333333332,V Shankar,Vijay Shankar
Vijay Shankar,Royal Challengers Bangalore,6,113,9,6,53,1,0,0,82,5,1,137.80487804878047,22.6,V Shankar,Vijay Shankar
Vijay Shankar,Sunrisers Hyderabad,2,23,1,1,23,0,0,0,13,0,2,176.9230769230769,23.0,V Shankar,Vijay Shankar
Litton Das,Delhi Capitals,1,4,1,0,4,0,0,0,4,1,0,100.0,4.0,Liton Das,Litton Das
Mitchell McClenaghan,Chennai Super Kings,1,0,0,0,0,0,0,0,2,1,0,0.0,0.0,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Delhi Capitals,3,11,2,0,10,0,0,0,10,2,1,110.00000000000001,5.5,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Gujarat Lions,2,1,0,0,1,0,0,0,1,1,1,100.0,1.0,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Kolkata Knight Riders,1,20,0,3,20,0,0,0,8,1,0,250.0,20.0,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Punjab Kings,3,15,2,1,11,0,0,0,13,1,2,115.38461538461537,15.0,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Rajasthan Royals,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Rising Pune Supergiant,4,14,0,1,12,0,0,0,13,2,2,107.6923076923077,7.0,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Royal Challengers Bangalore,5,13,0,2,12,0,0,0,9,2,3,144.44444444444443,6.5,MJ McClenaghan,Mitchell McClenaghan
Mitchell McClenaghan,Sunrisers Hyderabad,4,11,1,0,8,0,0,0,13,2,2,84.61538461538461,5.5,MJ McClenaghan,Mitchell McClenaghan
Callum Ferguson,Kolkata Knight Riders,2,28,2,0,16,0,0,0,37,2,0,75.67567567567568,14.0,CJ Ferguson,Callum Ferguson
Callum Ferguson,Mumbai Indians,1,12,1,0,12,0,0,0,13,1,0,92.3076923076923,12.0,CJ Ferguson,Callum Ferguson
Callum Ferguson,Punjab Kings,2,9,0,0,6,0,0,0,20,1,1,45.0,9.0,CJ Ferguson,Callum Ferguson
Callum Ferguson,Rajasthan Royals,1,23,2,0,23,0,0,0,26,1,0,88.46153846153845,23.0,CJ Ferguson,Callum Ferguson
Callum Ferguson,Sunrisers Hyderabad,2,26,4,0,15,0,0,0,21,1,1,123.80952380952381,26.0,CJ Ferguson,Callum Ferguson
Vishnu Vinod,Delhi Capitals,2,12,0,1,9,0,0,0,14,2,0,85.71428571428571,6.0,Vishnu Vinod,Vishnu Vinod
Vishnu Vinod,Gujarat Titans,2,35,2,2,30,0,0,0,27,2,0,129.62962962962962,17.5,Vishnu Vinod,Vishnu Vinod
Vishnu Vinod,Lucknow Super Giants,1,2,0,0,2,0,0,0,4,1,0,50.0,2.0,Vishnu Vinod,Vishnu Vinod
Vishnu Vinod,Punjab Kings,1,7,1,0,7,0,0,0,12,1,0,58.333333333333336,7.0,Vishnu Vinod,Vishnu Vinod
Bodapati Sumanth,Chennai Super Kings,1,16,2,0,16,0,0,0,18,1,0,88.88888888888889,16.0,B Sumanth,Bodapati Sumanth
Bodapati Sumanth,Delhi Capitals,1,7,0,0,7,0,0,0,12,0,1,58.333333333333336,7.0,B Sumanth,Bodapati Sumanth
Bodapati Sumanth,Punjab Kings,1,6,1,0,6,0,0,0,3,0,1,200.0,6.0,B Sumanth,Bodapati Sumanth
Bodapati Sumanth,Royal Challengers Bangalore,1,6,0,0,6,0,0,0,4,0,1,150.0,6.0,B Sumanth,Bodapati Sumanth
Nuwan Zoysa,Mumbai Indians,1,10,1,0,10,0,0,0,7,0,1,142.85714285714286,10.0,DNT Zoysa,Nuwan Zoysa
Nuwan Zoysa,Punjab Kings,1,1,0,0,1,0,0,0,2,1,0,50.0,1.0,DNT Zoysa,Nuwan Zoysa
Steven Smith,Chennai Super Kings,12,317,21,10,69,1,0,0,272,9,3,116.54411764705883,35.22222222222222,SPD Smith,Steven Smith
Steven Smith,Delhi Capitals,7,174,22,5,50,1,0,0,115,5,2,151.30434782608694,34.8,SPD Smith,Steven Smith
Steven Smith,Gujarat Lions,4,153,15,6,101,0,1,0,90,4,0,170.0,38.25,SPD Smith,Steven Smith
Steven Smith,Kolkata Knight Riders,12,262,23,3,73,2,0,0,224,9,3,116.96428571428572,29.11111111111111,SPD Smith,Steven Smith
Steven Smith,Mumbai Indians,15,471,41,12,84,4,0,0,367,12,3,128.33787465940054,39.25,SPD Smith,Steven Smith
Steven Smith,Punjab Kings,14,317,33,6,50,1,0,0,241,10,4,131.53526970954357,31.7,SPD Smith,Steven Smith
Steven Smith,Rajasthan Royals,2,55,6,0,37,0,0,0,53,1,1,103.77358490566037,55.0,SPD Smith,Steven Smith
Steven Smith,Royal Challengers Bangalore,14,356,34,8,57,1,0,0,272,12,2,130.88235294117646,29.666666666666668,SPD Smith,Steven Smith
Steven Smith,Sunrisers Hyderabad,13,380,30,10,68,1,0,0,306,10,3,124.18300653594771,38.0,SPD Smith,Steven Smith
Yogesh Nagar,Chennai Super Kings,2,45,1,1,44,0,0,0,49,0,2,91.83673469387756,45.0,Y Nagar,Yogesh Nagar
Yogesh Nagar,Kochi Tuskers Kerala,2,40,2,0,22,0,0,0,53,2,0,75.47169811320755,20.0,Y Nagar,Yogesh Nagar
Yogesh Nagar,Kolkata Knight Riders,2,29,1,2,19,0,0,0,19,2,0,152.63157894736844,14.5,Y Nagar,Yogesh Nagar
Yogesh Nagar,Mumbai Indians,2,0,0,0,0,0,0,0,2,2,0,0.0,0.0,Y Nagar,Yogesh Nagar
Yogesh Nagar,Pune Warriors India,1,24,3,0,24,0,0,0,19,1,0,126.3157894736842,24.0,Y Nagar,Yogesh Nagar
Yogesh Nagar,Punjab Kings,2,21,3,1,11,0,0,0,16,2,0,131.25,10.5,Y Nagar,Yogesh Nagar
Yogesh Nagar,Rajasthan Royals,2,36,3,2,27,0,0,0,29,1,1,124.13793103448276,36.0,Y Nagar,Yogesh Nagar
Yogesh Nagar,Royal Challengers Bangalore,3,36,3,0,20,0,0,0,37,2,1,97.2972972972973,18.0,Y Nagar,Yogesh Nagar
Yogesh Nagar,Sunrisers Hyderabad,4,54,4,3,23,0,0,0,35,2,2,154.2857142857143,27.0,Y Nagar,Yogesh Nagar
Vikramjeet Malik,Mumbai Indians,1,6,1,0,6,0,0,0,5,1,0,120.0,6.0,VS Malik,Vikramjeet Malik
Vikramjeet Malik,Punjab Kings,1,1,0,0,1,0,0,0,2,0,1,50.0,1.0,VS Malik,Vikramjeet Malik
Washington Sundar,Chennai Super Kings,6,46,4,2,13,0,0,0,35,4,2,131.42857142857142,11.5,Washington Sundar,Washington Sundar
Washington Sundar,Delhi Capitals,6,53,6,0,24,0,0,0,41,3,3,129.26829268292684,17.666666666666668,Washington Sundar,Washington Sundar
Washington Sundar,Gujarat Titans,1,3,0,0,3,0,0,0,4,1,0,75.0,3.0,Washington Sundar,Washington Sundar
Washington Sundar,Kolkata Knight Riders,3,5,0,0,4,0,0,0,12,1,2,41.66666666666667,5.0,Washington Sundar,Washington Sundar
Washington Sundar,Lucknow Super Giants,2,34,1,0,18,0,0,0,42,2,0,80.95238095238095,17.0,Washington Sundar,Washington Sundar
Washington Sundar,Mumbai Indians,8,49,4,0,10,0,0,0,49,6,2,100.0,8.166666666666666,Washington Sundar,Washington Sundar
Washington Sundar,Punjab Kings,4,77,8,2,30,0,0,0,64,3,1,120.3125,25.666666666666668,Washington Sundar,Washington Sundar
Washington Sundar,Rajasthan Royals,3,76,6,5,40,0,0,0,38,3,0,200.0,25.333333333333332,Washington Sundar,Washington Sundar
Washington Sundar,Sunrisers Hyderabad,5,35,3,0,21,0,0,0,39,4,1,89.74358974358975,8.75,Washington Sundar,Washington Sundar
Owais Shah,Chennai Super Kings,3,60,5,3,52,1,0,0,50,3,0,120.0,20.0,OA Shah,Owais Shah
Owais Shah,Delhi Capitals,2,2,0,0,1,0,0,0,4,2,0,50.0,1.0,OA Shah,Owais Shah
Owais Shah,Kolkata Knight Riders,3,78,7,1,31,0,0,0,66,2,1,118.18181818181819,39.0,OA Shah,Owais Shah
Owais Shah,Mumbai Indians,3,135,9,6,76,1,0,0,89,2,1,151.68539325842696,67.5,OA Shah,Owais Shah
Owais Shah,Pune Warriors India,1,4,0,0,4,0,0,0,7,0,1,57.14285714285714,4.0,OA Shah,Owais Shah
Owais Shah,Punjab Kings,2,37,3,2,23,0,0,0,20,1,1,185.0,37.0,OA Shah,Owais Shah
Owais Shah,Rajasthan Royals,1,19,0,2,19,0,0,0,17,0,1,111.76470588235294,19.0,OA Shah,Owais Shah
Owais Shah,Royal Challengers Bangalore,4,73,5,6,60,1,0,0,47,3,1,155.3191489361702,24.333333333333332,OA Shah,Owais Shah
Owais Shah,Sunrisers Hyderabad,3,98,5,3,58,1,0,0,89,2,1,110.1123595505618,49.0,OA Shah,Owais Shah
Andrew McDonald,Chennai Super Kings,1,8,0,0,8,0,0,0,7,1,0,114.28571428571428,8.0,AB McDonald,Andrew McDonald
Andrew McDonald,Delhi Capitals,2,30,4,2,30,0,0,0,21,2,0,142.85714285714286,15.0,AB McDonald,Andrew McDonald
Andrew McDonald,Mumbai Indians,1,33,0,1,33,0,0,0,31,0,1,106.4516129032258,33.0,AB McDonald,Andrew McDonald
Andrew McDonald,Punjab Kings,2,17,2,0,9,0,0,0,16,1,1,106.25,17.0,AB McDonald,Andrew McDonald
Andrew McDonald,Rajasthan Royals,1,14,2,0,14,0,0,0,9,0,1,155.55555555555557,14.0,AB McDonald,Andrew McDonald
Andrew McDonald,Royal Challengers Bangalore,2,21,1,1,18,0,0,0,16,1,1,131.25,21.0,AB McDonald,Andrew McDonald
Doddapaneni Kalyankrishna,Punjab Kings,1,3,0,0,3,0,0,0,8,1,0,37.5,3.0,D Kalyankrishna,Doddapaneni Kalyankrishna
Manprit Juneja,Chennai Super Kings,1,2,0,0,2,0,0,0,3,1,0,66.66666666666666,2.0,MC Juneja,Manprit Juneja
Manprit Juneja,Kolkata Knight Riders,1,8,1,0,8,0,0,0,9,1,0,88.88888888888889,8.0,MC Juneja,Manprit Juneja
Manprit Juneja,Mumbai Indians,1,49,6,0,49,0,0,0,40,1,0,122.50000000000001,49.0,MC Juneja,Manprit Juneja
Manprit Juneja,Punjab Kings,1,14,1,0,14,0,0,0,20,1,0,70.0,14.0,MC Juneja,Manprit Juneja
Manprit Juneja,Rajasthan Royals,1,20,1,1,20,0,0,0,18,1,0,111.11111111111111,20.0,MC Juneja,Manprit Juneja
Manprit Juneja,Royal Challengers Bangalore,1,17,2,0,17,0,0,0,16,1,0,106.25,17.0,MC Juneja,Manprit Juneja
Manprit Juneja,Sunrisers Hyderabad,1,15,0,0,15,0,0,0,22,1,0,68.18181818181817,15.0,MC Juneja,Manprit Juneja
Graeme Smith,Chennai Super Kings,4,158,15,4,91,1,0,0,133,3,1,118.796992481203,52.666666666666664,GC Smith,Graeme Smith
Graeme Smith,Delhi Capitals,6,123,18,0,44,0,0,0,129,5,1,95.34883720930233,24.6,GC Smith,Graeme Smith
Graeme Smith,Kochi Tuskers Kerala,1,24,3,0,24,0,0,0,24,1,0,100.0,24.0,GC Smith,Graeme Smith
Graeme Smith,Kolkata Knight Riders,3,41,5,0,24,0,0,0,52,3,0,78.84615384615384,13.666666666666666,GC Smith,Graeme Smith
Graeme Smith,Mumbai Indians,4,56,8,0,26,0,0,0,62,4,0,90.32258064516128,14.0,GC Smith,Graeme Smith
Graeme Smith,Punjab Kings,3,79,12,1,77,1,0,0,51,3,0,154.90196078431373,26.333333333333332,GC Smith,Graeme Smith
Graeme Smith,Royal Challengers Bangalore,4,146,20,2,75,1,0,0,124,3,1,117.74193548387098,48.666666666666664,GC Smith,Graeme Smith
Graeme Smith,Sunrisers Hyderabad,4,112,13,2,71,1,0,0,93,4,0,120.43010752688173,28.0,GC Smith,Graeme Smith
Parvez Rasool,Chennai Super Kings,1,2,0,0,2,0,0,0,2,0,1,100.0,2.0,Parvez Rasool,Parvez Rasool
Parvez Rasool,Kolkata Knight Riders,2,1,0,0,1,0,0,0,4,1,1,25.0,1.0,Parvez Rasool,Parvez Rasool
Parvez Rasool,Mumbai Indians,1,4,0,0,4,0,0,0,5,0,1,80.0,4.0,Parvez Rasool,Parvez Rasool
Parvez Rasool,Sunrisers Hyderabad,1,10,1,0,10,0,0,0,9,1,0,111.11111111111111,10.0,Parvez Rasool,Parvez Rasool
Jaskaran Singh,Kolkata Knight Riders,1,4,0,0,4,0,0,0,4,0,1,100.0,4.0,Jaskaran Singh,Jaskaran Singh
Jaskaran Singh,Mumbai Indians,2,1,0,0,1,0,0,0,4,1,1,25.0,1.0,Jaskaran Singh,Jaskaran Singh
Jaskaran Singh,Punjab Kings,2,3,0,0,3,0,0,0,3,0,2,100.0,3.0,Jaskaran Singh,Jaskaran Singh
Sarabjit Ladda,Mumbai Indians,1,0,0,0,0,0,0,0,8,0,1,0.0,0.0,S Ladda,Sarabjit Ladda
